2021-12-30 11:47:10 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2021-12-30 11:47:10 0 [Note] InnoDB: Uses event mutexes
2021-12-30 11:47:10 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2021-12-30 11:47:10 0 [Note] InnoDB: Number of pools: 1
2021-12-30 11:47:10 0 [Note] InnoDB: Using SSE2 crc32 instructions
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 304692 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 304692 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 304770 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 304770 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 304887 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 304887 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 304965 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 304965 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 305043 is in the future! Current system log sequence number 300306.
